tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***02311,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,130 D'ARCY ST,,,ON
***43479,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,108 BRAEMAR AVE,,,ON
***57826,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,18 WOLSELEY ST,,,ON
***57827,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,18 WOLSELEY ST,,,ON
***64144,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,81 HARRIS AVE,,,ON
***77277,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,445 SHAW ST,,,ON
***86117,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,16 DARTNELL AVE,,,ON
***95923,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,441 EUCLID AVE,,,ON
***99276,20100103,192,STAND SIGNED TRANSIT STOP,60,0047,NR,1312 QUEEN ST W,,,ON
***95269,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0048,NR,33 HAMMERSMITH AVE,,,ON
***96929,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0048,OPP,155 DOVERCOURT RD,,,WA
***43480,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0048,NR,134 BRAEMAR AVE,,,ON
***63231,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0048,NR,73 ARUNDEL AVE,,,ON
***64145,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0048,NR,75 HARRIS AVE,,,ON
***99277,20100103,192,STAND SIGNED TRANSIT STOP,60,0048,NR,1302 QUEEN ST W,,,ON
***99278,20100103,192,STAND SIGNED TRANSIT STOP,60,0048,NR,1302 QUEEN ST W,,,ON
***69629,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0049,,30 GORDONRIDGE PL,,,ON
***47964,20100103,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0049,NR,9 SKIPPERHILL CRES,,,ON
***12559,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,77 HOWARD ST,,,ON
***96930,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,160 DOVERCOURT RD,,,ON
***25254,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,124 BEDFORD RD,,,ON
***64146,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,65 HARRIS AVE,,,ON
***68190,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,212 WANLESS AVE,,,MA
***87516,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,140 CRAVEN RD,,,ON
***93569,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,20 HOLLEY AVE,,,ON
***60735,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0050,AT,25 COSBURNA V,,,ON
***02312,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0050,NR,42 BALDWIN ST,,,ON
***64147,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0050,NR,41 HARRIS AVE,,,ON
***87426,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0050,NR,75 AZIEL ST,,,ON
***95924,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0050,NR,51 EUCLID AVE,,,ON
***95270,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0051,NR,31 SCARBORO BEACH BLVD,,,QC
***63232,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0051,NR,63 ARUNDEL AVE,,,ON
***72940,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0051,NR,745 CRAVEN RD,,,ON
***81424,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0051,NR,3 GLENORA AVE,,,ON
***87427,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0051,NR,39 AZIEL ST,,,ON
***95925,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0051,NR,471 EUCLID AVE,,,BC
***99279,20100103,192,STAND SIGNED TRANSIT STOP,60,0051,NR,1342 QUEEN ST W,,,MA
***57618,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0052,R/O,325 QUEEN ST W,,,ON
***25255,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0052,NR,116 BEDFORD RD,,,ON
***81425,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0052,NR,327 ROBINA AVE,,,ON
***12657,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0053,,44 DRIFTWOOD AV,,,ON
***96931,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0053,NR,204 DOVERCOURT RD,,,ON
***72941,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0053,NR,45 FAIRFORD AVE,,,ON
***95926,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0053,NR,475 EUCLID AVE,,,ON
***15563,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0054,AT,65 WELLESLEY ST E,,,ON
***57625,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0054,,110 MORNELLE CT,,,ON
***63233,20100103,5,PARK-HWY DRNG PROH TIMES/DAYS,40,0054,NR,402 DANFORTH AVE,,,ON
***64148,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0054,NR,77 NEWMARKET AVE,,,ON
***86118,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0054,OPP,56 ELLSWORTH AVE,,,ON
***87517,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0054,NR,44 ASHDALE AVE,,,ON
***12658,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0055,,44 DRIFTWOOD AV,,,OH
***67185,20100103,347,PARK IN A FIRE ROUTE,250,0055,AT,3850 SHEPPARD AVE E,,,ON
***47965,20100103,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0055,NR,12 HOPTREE AVE,,,MA
***12560,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0055,NR,141 ISABELLA ST,,,ON
***25256,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0055,NR,88 BEDFORD RD,,,ON
***63234,20100103,5,PARK-HWY DRNG PROH TIMES/DAYS,40,0055,NR,395 DANFORTH AVE,,,ON
***64149,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0055,NR,25 NEWMARKET AVE,,,ON
***81426,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0055,NR,464 WINONA DR,,,ON
***12659,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0056,,44 DRIFTWOOD AV,,,ON
***64150,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0056,NR,15 NEWMARKET AVE,,,ON
***87428,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0056,NR,85 MAVETY ST,,,ON
***95927,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0056,NR,497 EUCLID AVE,,,ON
***02313,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0057,NR,27 GRANGE AVE,,,ON
***48787,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0057,NR,39 GRANBY ST,,,ON
***81427,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0057,NR,440 WINONA DR,,,ON
***12660,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0058,,44 DRIFTWOOD AV,,,ON
***25257,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0058,OPP,25 BEDFORD RD,,,ON
***43481,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,1 WALMSLEY BLVD,,,ON
***48788,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,39 GRANBY ST,,,ON
***63235,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,47 CHESTER AVE,,,ON
***68191,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,126 BEDFORD PARK AVE,,,ON
***81428,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0058,OPP,417 WINONA DR,,,ON
***43482,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0059,NR,3 WALMSLEY BLVD,,,ON
***48789,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0059,NR,47 GRANBY ST,,,ON
***81429,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0059,OPP,411 WINONA DR,,,ON
***86119,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0059,NR,40 TYRREL AVE,,,ON
***15564,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0100,AT,65 WELLESLEY ST E,,,ON
***07146,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0100,AT,20 BLUE JAYS WAY,,,ON
***17241,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0100,NR,43 BARTONVILLE AVE W,,,ON
***25258,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0100,OPP,25 BEDFORD RD,,,ON
***43483,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0100,NR,7 WALMSLEY BLVD,,,ON
***48790,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0100,NR,31 GRANBY ST,,,ON
***77278,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0100,NR,80 HOWARD PARK AVE,,,ON
***95928,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0100,NR,337 PALMERSTON BLVD,,,ON
***47966,20100103,48,FAIL TO PARK/STOP PAR TO CURB,15,0101,NR,106 KNOWLES DR,,,ON
***02314,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,69 SULLIVAN ST,,,ON
***17242,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,25 BARTONVILLE AVE W,,,ON
***43484,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,65 WALMSLEY BLVD,,,ON
***81430,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0101,OPP,399 WINONA DR,,,ON
***17243,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0102,NR,25 BARTONVILLE AVE W,,,ON
***57828,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0102,E/S,MAJOR ST,S/O,BLOOR ST W,ON
***77279,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0102,NR,96 HOWARD PARK AVE,,,ON
***86120,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0102,OPP,32 BENSON AVE,,,ON
***95929,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0102,NR,327 PALMERSTON BLVD,,,ON
***27026,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0103,,90 MORNELLE CT,,,ON
***48791,20100103,15,PARK 3M OF FIRE HYDRANT,100,0103,NR,25 MC GILL ST,,,ON
***57829,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0103,NR,285 MAJOR ST,,,ON
***63236,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0103,NR,66 FULTON AVE,,,ON
***72942,20100103,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0103,NR,47 HEMLOCK AVE,,,ON
***81431,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0103,NR,333 WINONA DR,,,ON
***15565,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0104,AT,65 WELLESLEY ST E,,,ON
***27027,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0104,,90 MORNELLE CT,,,ON
***12561,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,2 ABERDEEN AVE,,,ON
***02315,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,23 SULLIVAN ST,,,ON
***25259,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,191 MADISON AVE,,,ON
***48792,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0105,OPP,40 MC GILL ST,,,ON
***63237,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,66 FULTON AVE,,,QC
***77280,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,303 SUNNYSIDE AVE,,,ON
***81432,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,22 COATES AVE,,,ON
***86121,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0105,OPP,42 HELENA AVE,,,ON
***48857,20100103,134,PARK IN PUBLIC LANE,30,0106,RO,372 RICHMOND ST W,,,ON
***69631,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0106,,85 GILDER DR,,,ON
***25260,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,191 MADISON AVE,,,ON
***48793,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0106,OPP,40 MC GILL ST,,,ON
***68192,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,189 DOUGLAS AVE,,,ON
***86122,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0106,OPP,40 HELENA AVE,,,ON
***95930,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,300 PALMERSTON AVE,,,ON
***48858,20100103,134,PARK IN PUBLIC LANE,30,0107,RO,372 RICHMOND ST W,,,ON
***12661,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0107,,296 GRANDRAVINE DR,,,ON
***12562,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0107,NR,507 ONTARIO ST,,,ON
***17244,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0107,NR,29 BAYLISS AVE,,,ON
***43485,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0107,NR,36 GORMLEY AVE,,,ON
***81433,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0107,NR,291 WINONA DR,,,ON
***68360,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0108,,65 EMMETT AVE,,,ON
***43486,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0108,NR,8 GORMLEY AVE,,,ON
***72943,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0108,NR,56 ORCHARD PARK BLVD,,,CA
***48859,20100103,134,PARK IN PUBLIC LANE,30,0109,RO,372 RICHMOND ST W,,,OH
***02316,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,33 GLASGOW ST,,,QC
***25261,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,567 HURON ST,,,ON
***43487,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,2 GORMLEY AVE,,,ON
***64151,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,206 CEDARVALE AVE,,,ON
***81434,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,237 WINONA DR,,,ON
***87518,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,20 ALTON AVE,,,ON
***95931,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0109,OPP,207 PALMERSTON AVE,,,ON
***69632,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0110,,85 GILDER DR,,,ON
***43488,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0110,NR,2 GORMLEY AVE,,,ON
***48794,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0110,NR,163 GERRARD ST E,,,ON
***63238,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0110,NR,43 CAMBRIDGE AVE,,,ON
***64152,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0110,OPP,157 CEDARVALE AVE,,,ON
***87429,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0110,NR,39. MARIA ST,,,ON
***02317,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0111,NR,56 CECIL ST,,,ON
***17245,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0111,NR,79 GRANDVILLE AVE,,,ON
***25262,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0111,OPP,572 HURON ST,,,ON
***63239,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0111,NR,51 CAMBRIDGE AVE,,,ON
***68193,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0111,NR,48 WOBURN AVE,,,ON
***72944,20100103,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0111,NR,30 ASHLAND AVE,,,ON
***86123,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0111,NR,23 HOCKEN AVE,,,ON
***87430,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0111,NR,127 MARIA ST,,,ON
***67186,20100103,8,STAND VEH HWY PRO TIMES/DAYS,60,0112,OPP,14 L'AMOREAUX DR,,,ON
***67187,20100103,8,STAND VEH HWY PRO TIMES/DAYS,60,0112,OPP,18 L'AMOREAUX DR,,,ON
***47967,20100103,347,PARK IN A FIRE ROUTE,250,0112,AT,31 TAPSCOTT RD,,,ON
***02318,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0112,NR,61 CECIL ST,,,ON
***17246,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0112,NR,51 GRANDVILLE AVE,,,ON
***95932,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0112,NR,223 EUCLID AVE,,,ON
***67188,20100103,8,STAND VEH HWY PRO TIMES/DAYS,60,0113,OPP,20 L'AMOREAUX DR,,,ON
***25263,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0113,OPP,482 HURON ST,,,ON
***48795,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0113,NR,95 PEMBROKE ST,,,ON
***87431,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0113,NR,155 MARIA ST,,,ON
***27028,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0114,,90 MORNELLE CT,,,ON
***41247,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0114,AT,3 ROWNTREE RD,,,ON
***72945,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0114,NR,33 ASHLAND AVE,,,ON
***77281,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0114,NR,115 DOWLING AVE,,,ON
***81435,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0114,OPP,97 EARLSDALE AVE,,,ON
***86124,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0114,NR,81 HOCKEN AVE,,,ON
***87432,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0114,NR,215 MARIA ST,,,ON
***95933,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0114,NR,289 EUCLID AVE,,,ON
***05111,20100103,5,PARK HWY PROHIBED TIME/DAY,40,0115,,305 COOK RD,,,ON
***15566,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0115,AT,65 WELLESLEY ST E,,,ON
***27029,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0115,,90 MORNELLE CT,,,ON
***69633,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0115,,85 GILDER DR,,,ON
***25264,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0115,NR,455 HURON ST,,,ON
***86125,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0115,OPP,124 WYCHWOOD AVE,,,ON
***87433,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0115,NR,215 MARIA ST,,,ON
***69634,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0116,,85 GILDER DR,,,ON
***12563,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0116,NR,423 ONTARIO ST,,,ON
***02319,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0116,NR,171 HURON ST,,,ON
***25265,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0116,NR,455 HURON ST,,,ON
***63240,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0116,NR,141 CAMBRIDGE AVE,,,ON
***68194,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0116,NR,293 WOBURN AVE,,,ON
***77282,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0116,NR,99 DOWLING AVE,,,ON
***81436,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0116,NR,107 ROBINA AVE,,,ON
***81437,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0116,NR,99 ROBINA AVE,,,ON
***87434,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0116,NR,223 MARIA ST,,,ON
***87519,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0116,NR,74 HASTINGS AVE,,,ON
***47208,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0117,NR,20 SOHO ST,,,ON
***72946,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0117,NR,1756 QUEEN ST E,,,ON
***87435,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0117,NR,231 MARIA ST,,,ON
***95934,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0117,NR,333 EUCLID AVE,,,ON
***69635,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0118,,85 GILDER DR,,,ON
***43489,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0118,NR,689 HILLSDALE AVE E,,,ON
***48796,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0118,OPP,12 BRIGDEN PL,,,ON
***68195,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0118,NR,285 WOBURN AVE,,,ON
***15567,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0119,AT,65 WELLESLEY ST E,,,ON
***43490,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0119,NR,302 CLEVELAND ST,,,ON
***77283,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0119,NR,123 DOWLING AVE,,,NB
***87436,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0119,NR,253 MARIA ST,,,ON
***93570,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0119,AT,2901 JANE ST,,,ON
***95935,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0119,NR,365 EUCLID AVE,,,ON
***67241,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0120,,20 WOOLNER AV,,,ON
***69636,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0120,,85 GILDER DR,,,ON
***25266,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0120,NR,127 MADISON AVE,,,ON
***43491,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0120,NR,302 CLEVELAND ST,,,ON
***68196,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0120,NR,285 WOBURN AVE,,,ON
***72947,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0120,OPP,96 DIXON AVE,,,QC
***81438,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0120,OPP,167 OAKWOOD AVE,,,FL
***86126,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0120,OPP,678 CHRISTIE ST,,,FL
***68197,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0121,NR,285 WOBURN AVE,,,ON
***77284,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0121,NR,147 DOWLING AVE,,,ON
***86127,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0121,NR,580 CHRISTIE ST,,,ON
***87520,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0121,NR,125 LESLIE ST,,,ON
***99280,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0121,AT,231 FORT YORK BLVD,,,ON
***67189,20100103,5,PARK HWY PRO TIMES/DAYS,40,0122,NR,62 STONEHILL CRT,,,ON
***17247,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0122,NR,142 MULOCK AVE,,,ON
***68198,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0122,NR,291 WOBURN AVE,,,ON
***81439,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0122,NR,169 OAKWOOD AVE,,,ON
***95936,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0122,NR,270 MARKHAM ST,,,ON
***99281,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0122,AT,231 FORT YORK BLVD,,,ON
***15568,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0123,AT,65 WELLESLEY ST E,,,ON
***67242,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0123,,200 WOOLNER AV,,,ON
***25267,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0123,NR,93 MADISON AVE,,,ON
***72948,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0123,W/S,RAINSFORD RD,N/O,COLUMBINE AVE,ON
***81440,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0123,NR,171 OAKWOOD AVE,,,ON
***86128,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0123,OPP,580 CHRISTIE ST,,,ON
***87521,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0123,NR,189 LESLIE ST,,,ON
***99282,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0123,AT,231 FORT YORK BLVD,,,ON
***99283,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0123,AT,231 FORT YORK BLVD,,,ON
***69637,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0124,,31 GILDER DR,,,ON
***25268,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0125,NR,39 MADISON AVE,,,ON
***43492,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0125,NR,43 MANOR RD E,,,PA
***77285,20100103,336,PARK-FAIL TO DISPLAY PERMIT,30,0125,NR,147 DOWLING AVE,,,ON
***99284,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0125,AT,231 FORT YORK BLVD,,,ON
***27030,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0126,,30 VALIA RD,,,ON
***81441,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0126,NR,271 OAKWOOD AVE,,,ON
***86129,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0126,NR,62 TYRREL AVE,,,ON
***87437,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0126,NR,709 INDIAN RD,,,ON
***87522,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0126,NR,237 LESLIE ST,,,ON
***95937,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0126,NR,188 MARKHAM ST,,,ON
***15569,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0127,AT,65 WELLESLEY ST E,,,AB
***25269,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0127,NR,35 MADISON AVE,,,ON
***77286,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0127,NR,179 DOWLING AVE,,,ON
***86130,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0127,NR,80 TYRREL AVE,,,ON
***87523,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0128,NR,237 LESLIE ST,,,ON
***25270,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0129,NR,33 MADISON AVE,,,ON
***72949,20100103,16,PARK 9M OF INTERSCTING HIGHWAY,40,0129,S/S,KELLNER CRT,E/O,EDGEWOOD AVE,ON
***81442,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0129,NR,297 OAKWOOD AVE,,,ON
***99285,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0129,AT,231 FORT YORK BLVD,,,ON
***67243,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0130,,210 WOOLNER AV,,,ON
***25271,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0130,NR,27 MADISON AVE,,,ON
***81443,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0130,OPP,245 OAKWOOD AVE,,,ON
